 0.820000000E+03, 0.823271398E+03, 0.820000000E+03
 0.820000000E+03, 0.820000000E+03, 0.823464102E+03
 0.833556265E+03, 0.833437765E+03, 0.830074942E+03
 0.833556265E+03, 0.836959694E+03, 0.836777501E+03
 0.840000000E+03, 0.836711285E+03, 0.836777501E+03
 0.820000000E+03, 0.823387269E+03, 0.820000000E+03
 0.829997017E+03, 0.834293642E+03, 0.832000000E+03
 0.829997017E+03, 0.830054676E+03, 0.833576458E+03
 0.830091814E+03, 0.833420263E+03, 0.830054676E+03
 0.833420263E+03, 0.830091814E+03, 0.833398106E+03
 0.830091814E+03, 0.830054676E+03, 0.826673947E+03
 0.840000000E+03, 0.840000000E+03, 0.836985278E+03
 0.833420263E+03, 0.833576458E+03, 0.830054676E+03
 0.826476474E+03, 0.830054676E+03, 0.829997017E+03
 0.823271398E+03, 0.826476474E+03, 0.823042656E+03
 0.826673947E+03, 0.826476474E+03, 0.823271398E+03
 0.826673947E+03, 0.823271398E+03, 0.823387321E+03
 0.840000000E+03, 0.836708081E+03, 0.836663234E+03
 0.820000000E+03, 0.823387269E+03, 0.823420573E+03
 0.836774824E+03, 0.840000000E+03, 0.836985278E+03
 0.830054676E+03, 0.826476474E+03, 0.826673947E+03
 0.840000000E+03, 0.837307180E+03, 0.836985278E+03
 0.836000000E+03, 0.832000000E+03, 0.834293642E+03
 0.833576458E+03, 0.836985278E+03, 0.834293642E+03
 0.840000000E+03, 0.836000000E+03, 0.837307180E+03
 0.833576458E+03, 0.834293642E+03, 0.829997017E+03
 0.820000000E+03, 0.823420573E+03, 0.820000000E+03
 0.820000000E+03, 0.823284386E+03, 0.820000000E+03
 0.840000000E+03, 0.836959694E+03, 0.837307180E+03
 0.834146217E+03, 0.837307180E+03, 0.836959694E+03
 0.825727568E+03, 0.823042656E+03, 0.826476474E+03
 0.829997017E+03, 0.825727568E+03, 0.826476474E+03
 0.836711285E+03, 0.840000000E+03, 0.840000000E+03
 0.820000000E+03, 0.820000000E+03, 0.823042656E+03
 0.830118848E+03, 0.830133766E+03, 0.833386394E+03
 0.826787986E+03, 0.823420573E+03, 0.826767730E+03
 0.823387321E+03, 0.820000000E+03, 0.820000000E+03
 0.836000000E+03, 0.837307180E+03, 0.834146217E+03
 0.826762002E+03, 0.823464102E+03, 0.826787986E+03
 0.830091814E+03, 0.826673947E+03, 0.826762002E+03
 0.820000000E+03, 0.823041936E+03, 0.820000000E+03
 0.833420263E+03, 0.836774824E+03, 0.833576458E+03
 0.840000000E+03, 0.836774824E+03, 0.840000000E+03
 0.840000000E+03, 0.836663234E+03, 0.840000000E+03
 0.833420263E+03, 0.833398106E+03, 0.836708081E+03
 0.826696889E+03, 0.823387269E+03, 0.823284386E+03
 0.823387321E+03, 0.826762002E+03, 0.826673947E+03
 0.826767730E+03, 0.823420573E+03, 0.823387269E+03
 0.830120330E+03, 0.833419566E+03, 0.830133766E+03
 0.823464102E+03, 0.826762002E+03, 0.823387321E+03
 0.824000000E+03, 0.825727568E+03, 0.828000000E+03
 0.837307180E+03, 0.834293642E+03, 0.836985278E+03
 0.823042656E+03, 0.825727568E+03, 0.822692820E+03
 0.820000000E+03, 0.820000000E+03, 0.822648194E+03
 0.840000000E+03, 0.836708081E+03, 0.840000000E+03
 0.823284386E+03, 0.823041936E+03, 0.826489894E+03
 0.833576458E+03, 0.836774824E+03, 0.836985278E+03
 0.830026563E+03, 0.825721300E+03, 0.828000000E+03
 0.828000000E+03, 0.829997017E+03, 0.832000000E+03
 0.840000000E+03, 0.836661882E+03, 0.840000000E+03
 0.830133766E+03, 0.826787986E+03, 0.826767730E+03
 0.826762002E+03, 0.826787986E+03, 0.830118848E+03
 0.826767730E+03, 0.823387269E+03, 0.826696889E+03
 0.822692820E+03, 0.825727568E+03, 0.824000000E+03
 0.823271398E+03, 0.823042656E+03, 0.820000000E+03
 0.826762002E+03, 0.830118848E+03, 0.830091814E+03
 0.833398106E+03, 0.830091814E+03, 0.830118848E+03
 0.820000000E+03, 0.823042656E+03, 0.822692820E+03
 0.836000000E+03, 0.834293642E+03, 0.837307180E+03
 0.830133766E+03, 0.830118848E+03, 0.826787986E+03
 0.822648194E+03, 0.820000000E+03, 0.824000000E+03
 0.824000000E+03, 0.828000000E+03, 0.825721300E+03
 0.823464102E+03, 0.823387321E+03, 0.820000000E+03
 0.830120330E+03, 0.830074942E+03, 0.833437765E+03
 0.830118848E+03, 0.833386394E+03, 0.833398106E+03
 0.823284386E+03, 0.826489894E+03, 0.826696889E+03
 0.830120330E+03, 0.830133766E+03, 0.826767730E+03
 0.833556265E+03, 0.830074942E+03, 0.830026563E+03
 0.832000000E+03, 0.836000000E+03, 0.834146217E+03
