 0.358000000E+03, 0.360126998E+03, 0.362000000E+03
 0.354000000E+03, 0.350000000E+03, 0.352000000E+03
 0.337550885E+03, 0.341827667E+03, 0.339535232E+03
 0.337550885E+03, 0.335937586E+03, 0.339877740E+03
 0.342000000E+03, 0.343950299E+03, 0.339877740E+03
 0.342000000E+03, 0.343943767E+03, 0.346000000E+03
 0.365437669E+03, 0.366534956E+03, 0.370000000E+03
 0.365437669E+03, 0.360472928E+03, 0.362455369E+03
 0.356143697E+03, 0.358181340E+03, 0.360472928E+03
 0.358181340E+03, 0.356143697E+03, 0.354068853E+03
 0.356143697E+03, 0.360472928E+03, 0.358220774E+03
 0.362000000E+03, 0.366000000E+03, 0.364066244E+03
 0.358181340E+03, 0.362455369E+03, 0.360472928E+03
 0.362464533E+03, 0.360472928E+03, 0.365437669E+03
 0.360126998E+03, 0.362464533E+03, 0.364062845E+03
 0.358220774E+03, 0.362464533E+03, 0.360126998E+03
 0.358220774E+03, 0.360126998E+03, 0.356052929E+03
 0.354000000E+03, 0.356056326E+03, 0.352010676E+03
 0.346000000E+03, 0.343943767E+03, 0.347980760E+03
 0.360123465E+03, 0.362000000E+03, 0.364066244E+03
 0.360472928E+03, 0.362464533E+03, 0.358220774E+03
 0.366000000E+03, 0.367307180E+03, 0.364066244E+03
 0.370000000E+03, 0.370000000E+03, 0.366534956E+03
 0.362455369E+03, 0.364066244E+03, 0.366534956E+03
 0.370000000E+03, 0.370000000E+03, 0.367307180E+03
 0.362455369E+03, 0.366534956E+03, 0.365437669E+03
 0.346000000E+03, 0.347980760E+03, 0.350000000E+03
 0.338000000E+03, 0.339879978E+03, 0.342000000E+03
 0.334000000E+03, 0.335937586E+03, 0.332692820E+03
 0.333474193E+03, 0.332692820E+03, 0.335937586E+03
 0.366530721E+03, 0.364062845E+03, 0.362464533E+03
 0.365437669E+03, 0.366530721E+03, 0.362464533E+03
 0.343950299E+03, 0.342000000E+03, 0.346000000E+03
 0.366000000E+03, 0.362000000E+03, 0.364062845E+03
 0.352017333E+03, 0.347961629E+03, 0.350003746E+03
 0.349985696E+03, 0.347980760E+03, 0.345919915E+03
 0.356052929E+03, 0.358000000E+03, 0.354000000E+03
 0.330000000E+03, 0.332692820E+03, 0.333474193E+03
 0.354063556E+03, 0.352000000E+03, 0.349985696E+03
 0.356143697E+03, 0.358220774E+03, 0.354063556E+03
 0.334000000E+03, 0.335945010E+03, 0.338000000E+03
 0.358181340E+03, 0.360123465E+03, 0.362455369E+03
 0.362000000E+03, 0.360123465E+03, 0.358000000E+03
 0.354000000E+03, 0.352010676E+03, 0.350000000E+03
 0.358181340E+03, 0.354068853E+03, 0.356056326E+03
 0.341784305E+03, 0.343943767E+03, 0.339879978E+03
 0.356052929E+03, 0.354063556E+03, 0.358220774E+03
 0.345919915E+03, 0.347980760E+03, 0.343943767E+03
 0.343858977E+03, 0.345964000E+03, 0.347961629E+03
 0.352000000E+03, 0.354063556E+03, 0.356052929E+03
 0.370000000E+03, 0.366530721E+03, 0.370000000E+03
 0.367307180E+03, 0.366534956E+03, 0.364066244E+03
 0.364062845E+03, 0.366530721E+03, 0.367307180E+03
 0.334000000E+03, 0.330000000E+03, 0.332690976E+03
 0.358000000E+03, 0.356056326E+03, 0.354000000E+03
 0.339879978E+03, 0.335945010E+03, 0.337537128E+03
 0.362455369E+03, 0.360123465E+03, 0.364066244E+03
 0.334536772E+03, 0.333465364E+03, 0.330000000E+03
 0.370000000E+03, 0.365437669E+03, 0.370000000E+03
 0.350000000E+03, 0.348002508E+03, 0.346000000E+03
 0.347961629E+03, 0.349985696E+03, 0.345919915E+03
 0.354063556E+03, 0.349985696E+03, 0.352017333E+03
 0.345919915E+03, 0.343943767E+03, 0.341784305E+03
 0.367307180E+03, 0.366530721E+03, 0.370000000E+03
 0.360126998E+03, 0.364062845E+03, 0.362000000E+03
 0.354063556E+03, 0.352017333E+03, 0.356143697E+03
 0.354068853E+03, 0.356143697E+03, 0.352017333E+03
 0.366000000E+03, 0.364062845E+03, 0.367307180E+03
 0.370000000E+03, 0.366534956E+03, 0.367307180E+03
 0.347961629E+03, 0.352017333E+03, 0.349985696E+03
 0.332690976E+03, 0.330000000E+03, 0.330000000E+03
 0.330000000E+03, 0.330000000E+03, 0.333465364E+03
 0.352000000E+03, 0.356052929E+03, 0.354000000E+03
 0.343858977E+03, 0.339535232E+03, 0.341827667E+03
 0.352017333E+03, 0.350003746E+03, 0.354068853E+03
 0.339879978E+03, 0.337537128E+03, 0.341784305E+03
 0.343858977E+03, 0.347961629E+03, 0.345919915E+03
 0.337550885E+03, 0.339535232E+03, 0.334536772E+03
 0.330000000E+03, 0.330000000E+03, 0.333474193E+03
 0.332690976E+03, 0.330000000E+03, 0.333465364E+03
 0.339535232E+03, 0.343858977E+03, 0.341784305E+03
 0.337537128E+03, 0.333465364E+03, 0.334536772E+03
 0.334536772E+03, 0.333474193E+03, 0.337550885E+03
 0.334536772E+03, 0.330000000E+03, 0.333474193E+03
 0.341827667E+03, 0.337550885E+03, 0.339877740E+03
 0.330000000E+03, 0.330000000E+03, 0.334536772E+03
 0.347980760E+03, 0.352000000E+03, 0.350000000E+03
 0.333474193E+03, 0.335937586E+03, 0.337550885E+03
 0.335937586E+03, 0.338000000E+03, 0.339877740E+03
 0.338000000E+03, 0.342000000E+03, 0.339877740E+03
 0.335945010E+03, 0.333465364E+03, 0.337537128E+03
 0.334536772E+03, 0.339535232E+03, 0.337537128E+03
 0.343950299E+03, 0.341827667E+03, 0.339877740E+03
 0.348002508E+03, 0.343950299E+03, 0.346000000E+03
 0.345964000E+03, 0.343858977E+03, 0.341827667E+03
 0.370000000E+03, 0.370000000E+03, 0.367307180E+03
 0.345964000E+03, 0.343950299E+03, 0.348002508E+03
 0.350003746E+03, 0.352010676E+03, 0.354068853E+03
 0.330000000E+03, 0.332692820E+03, 0.330000000E+03
 0.370000000E+03, 0.367307180E+03, 0.366000000E+03
 0.367307180E+03, 0.370000000E+03, 0.366000000E+03
 0.335937586E+03, 0.334000000E+03, 0.338000000E+03
 0.334000000E+03, 0.332692820E+03, 0.330000000E+03
 0.352000000E+03, 0.347980760E+03, 0.349985696E+03
 0.345964000E+03, 0.341827667E+03, 0.343950299E+03
 0.343858977E+03, 0.345919915E+03, 0.341784305E+03
 0.339535232E+03, 0.341784305E+03, 0.337537128E+03
 0.348002508E+03, 0.350003746E+03, 0.345964000E+03
 0.335945010E+03, 0.332690976E+03, 0.333465364E+03
 0.343943767E+03, 0.342000000E+03, 0.339879978E+03
 0.352010676E+03, 0.356056326E+03, 0.354068853E+03
 0.352010676E+03, 0.350003746E+03, 0.348002508E+03
 0.339879978E+03, 0.338000000E+03, 0.335945010E+03
 0.356052929E+03, 0.360126998E+03, 0.358000000E+03
 0.370000000E+03, 0.366530721E+03, 0.365437669E+03
 0.332690976E+03, 0.335945010E+03, 0.334000000E+03
 0.358181340E+03, 0.356056326E+03, 0.360123465E+03
 0.358000000E+03, 0.360123465E+03, 0.356056326E+03
 0.352010676E+03, 0.348002508E+03, 0.350000000E+03
 0.350003746E+03, 0.347961629E+03, 0.345964000E+03
 0.154000000E+03, 0.132000000E+03, 0.154000000E+03
 0.132000000E+03, 0.132000000E+03, 0.110000000E+03
 0.132000000E+03, 0.110000000E+03, 0.110000000E+03
 0.154000000E+03, 0.176000000E+03, 0.154000000E+03
 0.678000000E+03, 0.678000000E+03, 0.656000000E+03
 0.656000000E+03, 0.656000000E+03, 0.678000000E+03
 0.330000000E+03, 0.330000000E+03, 0.326600968E+03
 0.370000000E+03, 0.370000000E+03, 0.372924876E+03
 0.372924876E+03, 0.370000000E+03, 0.370000000E+03
 0.320750807E+03, 0.326600968E+03, 0.330000000E+03
 0.154000000E+03, 0.176000000E+03, 0.176000000E+03
 0.568000000E+03, 0.568000000E+03, 0.546000000E+03
 0.308000000E+03, 0.308000000E+03, 0.286000000E+03
 0.264000000E+03, 0.242000000E+03, 0.242000000E+03
 0.440000000E+02, 0.440000000E+02, 0.220000000E+02
 0.440000000E+02, 0.440000000E+02, 0.660000000E+02
 0.220000000E+02, 0.440000000E+02, 0.220000000E+02
 0.502000000E+03, 0.524000000E+03, 0.524000000E+03
 0.691750000E+03, 0.700000000E+03, 0.678000000E+03
 0.524000000E+03, 0.546000000E+03, 0.524000000E+03
 0.700000000E+03, 0.691750000E+03, 0.689550000E+03
 0.220000000E+02, 0.880000000E+01, 0.000000000E+00
 0.880000000E+02, 0.110000000E+03, 0.110000000E+03
 0.264000000E+03, 0.264000000E+03, 0.242000000E+03
 0.590000000E+03, 0.568000000E+03, 0.590000000E+03
 0.370000000E+03, 0.370000000E+03, 0.377670628E+03
 0.377670628E+03, 0.370000000E+03, 0.370000000E+03
 0.370000000E+03, 0.372924876E+03, 0.377670628E+03
 0.286000000E+03, 0.264000000E+03, 0.286000000E+03
 0.242000000E+03, 0.220000000E+03, 0.242000000E+03
 0.000000000E+00, 0.880000000E+01, 0.220000000E+02
 0.322254033E+03, 0.330000000E+03, 0.330000000E+03
 0.612000000E+03, 0.634000000E+03, 0.612000000E+03
 0.880000000E+02, 0.660000000E+02, 0.660000000E+02
 0.634000000E+03, 0.634000000E+03, 0.612000000E+03
 0.524000000E+03, 0.546000000E+03, 0.546000000E+03
 0.322254033E+03, 0.326600968E+03, 0.320750807E+03
 0.330000000E+03, 0.322254033E+03, 0.308000000E+03
 0.689550000E+03, 0.691750000E+03, 0.678000000E+03
 0.220000000E+03, 0.220000000E+03, 0.198000000E+03
 0.590000000E+03, 0.612000000E+03, 0.612000000E+03
 0.458000000E+03, 0.480000000E+03, 0.458000000E+03
 0.660000000E+02, 0.440000000E+02, 0.660000000E+02
 0.880000000E+02, 0.880000000E+02, 0.660000000E+02
 0.330000000E+03, 0.308000000E+03, 0.320750807E+03
 0.198000000E+03, 0.198000000E+03, 0.176000000E+03
 0.700000000E+03, 0.700000000E+03, 0.689550000E+03
 0.568000000E+03, 0.590000000E+03, 0.568000000E+03
 0.392000000E+03, 0.392000000E+03, 0.377670628E+03
 0.176000000E+03, 0.198000000E+03, 0.176000000E+03
 0.377670628E+03, 0.376519101E+03, 0.392000000E+03
 0.000000000E+00, 0.880000000E+01, 0.000000000E+00
 0.308000000E+03, 0.286000000E+03, 0.286000000E+03
 0.480000000E+03, 0.502000000E+03, 0.502000000E+03
 0.880000000E+01, 0.220000000E+02, 0.220000000E+02
 0.691750000E+03, 0.700000000E+03, 0.700000000E+03
 0.880000000E+02, 0.880000000E+02, 0.110000000E+03
 0.242000000E+03, 0.220000000E+03, 0.220000000E+03
 0.436000000E+03, 0.414000000E+03, 0.436000000E+03
 0.286000000E+03, 0.264000000E+03, 0.264000000E+03
 0.322254033E+03, 0.320750807E+03, 0.308000000E+03
 0.377670628E+03, 0.392000000E+03, 0.370000000E+03
 0.502000000E+03, 0.524000000E+03, 0.502000000E+03
